shipment_id,shipment_volume,distance_km,transport_cost,warehouse_load_pct,weather_risk,traffic_index,shipping_mode,delivery_days,on_time
SHP0369,30,1000.18,3051.1,43.78,0,29.93,Standard,3.93,1
SHP0370,390,377.85,4597.23,63.67,3,46.55,Standard,4.84,1
SHP0371,181,459.47,3847.03,93.03,2,77.31,Standard,5.85,0
SHP0372,337,58.95,2427.74,37.36,3,70.05,Same Day,1.73,1
SHP0373,216,218.52,4598.71,90.59,2,86.98,Standard,5.48,0
SHP0374,199,1650.74,1493.45,45.61,1,23.75,Standard,5.6,0
SHP0375,445,582.15,3264.58,67.97,2,33.95,Second Class,4.71,1
SHP0376,65,1096.59,5157.24,62.58,0,23.88,First Class,2.02,1
SHP0377,373,839.7,3808.66,35.66,3,35.37,Second Class,4.82,1
SHP0378,378,723.81,7441.62,94.5,2,20.34,Standard,5.02,0
SHP0379,202,959.74,2421.99,64.57,0,60.34,Second Class,4.93,1
SHP0380,145,341.09,8732.48,97.03,2,62.27,Second Class,3.55,1
SHP0381,22,1779.54,7094.79,53.64,2,72.63,Standard,6.27,0
SHP0382,469,1473.86,8713.2,91.31,0,50.79,Standard,7.05,0
SHP0383,474,1336.2,7567.51,94.96,0,20.26,Standard,4.36,1
SHP0384,135,846.42,1407.62,71.19,3,73.91,Standard,5.19,0
SHP0385,35,279.41,4809.17,48.17,1,24.34,First Class,1.63,1
SHP0386,78,1657.6,1654.31,79.54,2,89.29,Standard,5.37,0
SHP0387,52,617.79,7391.31,70.68,0,21.81,Second Class,3.01,1
SHP0388,418,94.94,5319.84,96.39,2,62.44,First Class,3.84,1
SHP0389,448,619.61,2481.53,63.55,0,91.59,Standard,4.18,1
SHP0390,93,1431.05,8376.95,52.45,1,65.8,First Class,3.86,1
SHP0391,378,1122.76,1169.4,43.99,2,68.67,First Class,4.95,1
SHP0392,106,1352.76,5140.18,80.41,1,74.53,Standard,4.86,1
SHP0393,196,1429.58,6531.21,98.32,2,29.79,Second Class,4.38,1
SHP0394,307,385.46,670.81,36.84,0,73.99,First Class,2.27,1
SHP0395,365,1663.19,5441.03,83.13,1,90.43,Standard,6.18,0
SHP0396,439,791.19,7370.73,95.25,3,97.94,Standard,6.74,0
SHP0397,41,1152.03,747.62,39.86,1,55.44,Standard,4.35,1
SHP0398,114,9.14,4683.35,42.16,0,47.56,First Class,1.66,1
SHP0399,154,1788.1,2438.23,79.98,3,80.26,Standard,7.62,0
SHP0400,168,509.21,6016.88,77.12,3,63.43,Standard,6.22,0
SHP0401,499,116.4,1200.29,39.47,2,40.58,First Class,2.74,1
SHP0402,393,827.58,8442.91,89.24,3,33.77,First Class,4.32,1
SHP0403,173,236.61,8068.35,69.02,3,33.62,Same Day,1.41,1
SHP0404,486,278.43,1795.87,93.97,2,56.73,Standard,5.34,0
SHP0405,259,1139.95,3010.9,92.07,2,33.61,First Class,3.81,1
SHP0406,260,710.3,5350.57,87.81,0,21.58,Standard,3.66,1
SHP0407,228,1659.73,6504.85,68.53,2,24.17,Standard,6.62,0
SHP0408,89,577.89,4067.51,51.36,1,94.39,First Class,3.18,1
SHP0409,468,1308.49,1533.18,67.89,3,25.84,Standard,6.97,0
SHP0410,26,832.67,1071.74,41.55,1,25.85,First Class,3.6,1
SHP0411,103,1189.61,8997.92,77.82,3,56.1,Same Day,4.44,1
SHP0412,130,1081.45,4179.87,43.71,2,39.61,Standard,4.74,1
SHP0413,154,853.65,7871.91,68.23,2,97.02,Second Class,4.16,1
SHP0414,83,1710.36,4419.03,38.53,3,92.88,Standard,8.31,0
SHP0415,28,620.17,8312.87,54.47,1,52.38,Standard,4.64,1
SHP0416,345,323.14,926.67,50.09,1,55.9,First Class,2.16,1
SHP0417,485,1222.18,1159.07,75.3,1,50.01,Second Class,5.43,0
SHP0418,78,1523.58,8377.24,86.14,3,23.03,First Class,4.25,1
SHP0419,162,77.26,8535.31,38.72,3,43.43,Standard,4.48,1
SHP0420,263,812.09,2935.25,90.27,0,29.81,Standard,4.39,1
SHP0421,465,1607.02,3293.21,90.95,1,28.19,Second Class,4.11,1
SHP0422,353,1350.57,4154.18,57.25,1,64.87,Standard,5.61,0
SHP0423,387,1785.29,3833.03,77.84,2,27.9,Standard,6.92,0
SHP0424,298,958.89,1831.9,61.17,0,28.23,Standard,4.16,1
SHP0425,220,1189.69,8100.62,45.02,2,58.44,First Class,5.06,0
SHP0426,115,547.95,2391.77,69.36,2,55.38,Same Day,3.31,1
SHP0427,434,1705.83,6391.66,40.61,0,31.01,First Class,3.25,1
SHP0428,405,662.57,744.33,92.1,0,20.36,Second Class,1.5,1
SHP0429,32,1330.63,492.95,95.08,2,35.44,Second Class,4.49,1
SHP0430,363,728.64,5935.51,88.4,1,38.87,First Class,3.55,1
SHP0431,60,1013.46,3150.29,71.56,3,84.02,Second Class,5.1,0
SHP0432,374,1297.01,5950.82,71.24,3,93.24,Second Class,6.4,0
SHP0433,416,918.54,982.09,99.0,3,52.48,First Class,4.91,1
SHP0434,82,1633.22,8556.18,51.11,2,52.4,Standard,7.26,0
SHP0435,228,757.65,6774.35,39.94,3,77.0,Standard,5.81,0
SHP0436,79,1166.49,7904.97,71.53,0,70.15,Second Class,3.97,1
SHP0437,292,619.54,1357.76,56.37,1,34.73,Standard,4.22,1
SHP0438,465,737.64,2983.42,55.95,0,28.62,Second Class,3.26,1
SHP0439,58,794.89,3409.85,35.46,2,55.01,Standard,5.16,0
SHP0440,210,230.82,4903.98,73.76,2,65.19,Standard,5.67,0
SHP0441,487,169.64,2777.29,52.16,1,31.1,Second Class,2.41,1
SHP0442,164,1203.14,686.58,47.21,1,43.46,Standard,5.14,0
SHP0443,83,1181.65,3414.57,37.63,2,44.48,Standard,5.83,0
SHP0444,254,1194.92,2402.76,58.68,0,40.9,Standard,4.26,1
SHP0445,264,40.48,3565.4,92.13,2,56.86,First Class,3.67,1
SHP0446,338,591.15,1893.09,56.88,2,72.25,First Class,3.95,1
SHP0447,170,360.07,2467.78,79.14,0,60.75,Standard,4.51,1
SHP0448,478,1401.78,5698.53,84.18,0,36.12,Second Class,4.26,1
SHP0449,270,1549.83,3585.16,56.33,1,28.24,Standard,5.5,0
SHP0450,157,447.79,3206.64,88.41,2,85.75,Standard,5.3,0
SHP0451,480,1203.79,4875.06,79.97,1,58.34,Second Class,4.41,1
SHP0452,463,237.21,6980.97,71.35,1,24.97,Second Class,3.81,1
SHP0453,259,498.9,3502.98,35.06,2,40.65,Second Class,4.35,1
SHP0454,31,253.88,5349.55,37.28,0,84.32,Second Class,2.68,1
SHP0455,306,513.92,8700.89,99.41,2,80.14,Standard,5.87,0
SHP0456,286,1216.15,4769.52,85.85,0,90.07,Standard,4.05,1
SHP0457,91,1639.04,8201.71,95.94,0,68.17,Second Class,4.7,1
SHP0458,324,368.53,7174.0,93.65,0,53.83,Standard,4.6,1
SHP0459,423,978.03,669.66,36.33,1,54.13,Standard,4.83,1
SHP0460,70,1264.0,3947.53,86.47,0,35.52,Standard,4.75,1
SHP0461,367,1715.5,6330.12,64.32,3,72.06,First Class,3.83,1
SHP0462,87,1100.06,8882.4,86.32,1,66.81,Standard,5.34,0
SHP0463,379,462.92,4206.63,35.44,3,32.39,Standard,5.22,0
SHP0464,221,1127.73,971.15,53.73,3,90.85,Second Class,6.56,0
SHP0465,23,580.28,5123.78,83.84,3,49.48,Standard,6.37,0
SHP0466,483,1757.15,1270.09,86.55,3,23.98,Standard,6.57,0
SHP0467,99,722.42,6800.95,75.28,0,46.23,First Class,2.44,1
SHP0468,306,1235.34,4642.94,54.58,1,89.59,Standard,5.11,0
SHP0469,107,46.69,6552.37,55.17,2,93.36,Standard,5.03,0
SHP0470,467,723.11,7843.85,97.84,2,59.23,Standard,4.8,1
SHP0471,374,1575.82,5716.19,63.55,0,96.51,Second Class,4.11,1
SHP0472,406,1100.36,5570.09,64.06,2,90.02,Standard,5.72,0
SHP0473,227,801.88,6827.95,70.9,3,86.02,Standard,7.57,0
SHP0474,244,1685.01,7605.73,61.62,3,88.78,Standard,7.46,0
SHP0475,324,1537.9,7841.13,70.92,1,50.55,First Class,4.27,1
SHP0476,396,583.38,472.41,63.1,0,80.52,Same Day,1.59,1
SHP0477,426,982.46,5072.28,88.74,1,66.19,Standard,4.29,1
SHP0478,28,884.23,2063.98,94.09,1,77.57,Second Class,5.48,0
SHP0479,338,1139.8,7764.06,95.59,1,34.22,First Class,2.1,1
SHP0480,72,604.73,5888.32,71.68,1,78.51,Second Class,4.06,1
SHP0481,158,443.35,3868.97,63.74,1,96.61,Standard,5.17,0
SHP0482,418,1643.25,1814.72,80.84,0,44.21,Second Class,4.7,1
SHP0483,140,1663.35,3150.36,89.49,1,98.89,Standard,6.39,0
SHP0484,402,1518.76,6378.43,71.59,1,50.27,Standard,4.51,1
SHP0485,242,1760.88,1958.58,80.5,0,35.98,Standard,4.72,1
SHP0486,131,1342.26,978.21,83.73,3,28.98,Standard,5.8,0
SHP0487,180,1377.58,8009.05,78.97,2,82.8,Second Class,5.51,0
SHP0488,274,1373.85,6913.26,83.5,3,64.39,Standard,7.59,0
SHP0489,387,867.69,1918.19,48.56,2,44.57,Same Day,1.85,1
SHP0490,310,824.33,2736.96,67.39,0,68.68,Standard,4.83,1
SHP0491,467,436.21,8752.82,73.24,3,46.57,Second Class,4.85,1
SHP0492,436,1162.45,6417.43,35.16,1,55.87,Standard,5.79,0
SHP0493,381,524.33,5553.12,90.64,2,89.01,Standard,5.79,0
SHP0494,309,467.77,2872.51,74.65,1,73.45,First Class,3.8,1
SHP0495,159,1056.8,2797.26,43.39,1,80.99,Standard,5.42,0
SHP0496,218,740.92,499.78,88.06,1,66.68,Same Day,2.85,1
SHP0497,77,397.85,6597.06,81.61,1,99.31,Second Class,3.63,1
SHP0498,199,1469.82,532.1,84.29,2,39.31,Second Class,3.66,1
SHP0499,464,1549.72,192.99,60.48,2,40.98,Second Class,5.61,0
SHP0500,224,306.02,6606.03,90.52,0,27.4,Standard,3.68,1
SHP0501,74,18.48,8547.53,61.91,0,64.32,Standard,3.86,1
SHP0502,332,608.35,6845.05,72.08,3,69.07,Second Class,5.01,0
SHP0503,482,1436.53,4324.02,35.04,2,78.08,Standard,7.41,0
SHP0504,436,1511.32,4451.5,76.92,3,46.84,Standard,6.47,0
SHP0505,151,253.3,4009.81,81.68,2,20.98,Standard,4.55,1
SHP0506,237,1394.93,3023.1,71.86,2,70.58,Same Day,4.26,1
SHP0507,274,212.69,4767.17,67.28,3,99.9,Standard,7.22,0
SHP0508,138,705.16,3965.69,87.65,2,43.56,Same Day,2.45,1
SHP0509,148,1797.5,5443.79,79.29,1,34.71,Standard,5.38,0
SHP0510,133,350.7,8098.36,53.07,2,42.54,Standard,3.63,1
SHP0511,497,281.36,8955.83,97.34,0,54.03,Standard,4.9,1
SHP0512,378,763.93,846.88,80.97,1,40.07,First Class,3.35,1
SHP0513,423,1117.31,3554.45,99.22,2,47.76,First Class,4.59,1
SHP0514,411,1679.56,1749.25,98.13,0,71.06,Standard,7.91,0
SHP0515,480,1765.57,3266.27,94.73,2,47.6,First Class,5.26,0
SHP0516,70,130.0,2694.14,84.1,2,51.68,Second Class,3.14,1
SHP0517,443,252.71,1694.65,74.61,1,23.2,Standard,3.59,1
SHP0518,51,1424.37,6912.07,46.19,0,93.44,Standard,5.03,0
SHP0519,248,490.78,4542.16,70.32,2,52.55,First Class,3.2,1
SHP0520,305,1593.3,8285.32,84.75,3,46.25,Second Class,5.94,0
SHP0521,191,1195.9,438.44,68.86,2,26.92,Standard,5.05,0
SHP0522,90,205.76,742.76,91.44,1,70.73,Second Class,3.01,1
SHP0523,112,1499.39,3718.97,42.13,2,89.11,Same Day,5.19,0
SHP0524,415,321.56,860.45,59.76,1,23.29,First Class,2.31,1
SHP0525,172,765.17,2475.16,67.89,1,31.62,Second Class,3.6,1
SHP0526,168,996.17,8876.36,63.1,1,31.71,Standard,5.19,0
SHP0527,463,903.88,1999.29,42.06,0,68.18,Second Class,4.17,1
SHP0528,89,1236.66,1903.34,44.98,3,93.7,Same Day,4.67,1
SHP0529,459,1176.57,5226.72,89.45,2,55.02,Standard,6.48,0
SHP0530,462,1785.72,4557.28,66.48,0,47.5,First Class,3.88,1
SHP0531,307,1798.96,5286.88,38.17,3,81.27,Second Class,7.24,0
SHP0532,99,932.04,3484.11,36.07,0,79.41,Standard,5.25,0
SHP0533,94,175.88,7466.85,65.78,2,39.74,Standard,4.53,1
SHP0534,156,1311.48,1376.44,45.68,0,32.87,Same Day,1.7,1
SHP0535,297,1758.11,3941.27,80.83,1,48.62,Second Class,6.31,0
SHP0536,93,576.4,6254.39,86.7,2,82.05,First Class,3.88,1
SHP0537,238,832.87,7833.89,49.84,3,75.61,First Class,4.96,1
SHP0538,75,767.47,3420.71,73.49,3,73.27,Standard,6.6,0
SHP0539,279,97.3,5174.55,45.04,3,86.35,Standard,5.2,0
SHP0540,30,1211.71,761.89,54.73,0,42.17,Standard,4.02,1
SHP0541,360,639.24,1657.32,92.77,0,47.17,Standard,3.94,1
SHP0542,46,1418.5,761.87,70.37,3,23.39,First Class,4.28,1
SHP0543,113,1498.66,6591.75,92.58,3,89.5,Standard,6.67,0
SHP0544,103,1479.11,2699.33,49.64,1,66.59,Standard,5.4,0
SHP0545,418,752.92,6555.15,56.45,0,43.85,Second Class,3.5,1
SHP0546,45,582.17,737.62,65.61,2,25.55,Standard,5.48,0
SHP0547,226,1349.13,7783.55,66.21,0,77.87,Same Day,3.18,1
SHP0548,303,1443.49,7544.44,99.85,0,79.9,Standard,4.08,1
SHP0549,267,886.81,937.02,42.44,3,73.29,Standard,6.7,0
SHP0550,346,1607.99,360.25,90.38,1,36.3,Second Class,4.61,1
SHP0551,405,263.32,648.16,91.14,0,93.06,Standard,4.83,1
SHP0552,208,1582.93,7704.63,70.96,2,80.25,First Class,5.26,0
SHP0553,417,177.49,2227.13,57.36,1,72.62,Standard,4.29,1
SHP0554,172,280.58,5002.22,68.75,2,72.08,Same Day,2.48,1
SHP0555,492,963.24,3922.26,54.01,3,92.35,First Class,5.18,0
SHP0556,262,126.2,7190.4,86.94,0,94.26,Second Class,4.54,1
SHP0557,373,99.79,4476.75,67.39,2,67.65,Standard,4.83,1
SHP0558,440,5.93,4580.85,95.18,3,53.33,First Class,4.29,1
SHP0559,400,788.19,8903.46,75.47,1,49.1,Standard,5.44,0
SHP0560,428,1395.45,1478.65,68.43,3,85.53,First Class,6.11,0
SHP0561,277,67.53,7501.73,81.22,1,71.57,Second Class,2.55,1
SHP0562,40,1175.8,607.99,67.76,1,26.18,Second Class,4.86,1
SHP0563,256,1482.51,4377.19,93.79,3,31.37,First Class,4.66,1
SHP0564,107,306.56,7994.06,46.99,2,92.01,Standard,5.87,0
SHP0565,446,268.62,6037.14,98.27,3,90.76,Second Class,4.86,1
SHP0566,133,1550.14,6214.15,87.79,3,96.15,Standard,7.0,0
SHP0567,129,1482.51,2480.36,90.95,2,54.23,Standard,7.69,0
SHP0568,139,972.4,3854.39,66.39,0,82.72,Standard,4.43,1
SHP0569,328,1475.46,3394.24,89.42,1,86.26,Standard,7.15,0
SHP0570,294,171.5,4764.77,54.94,3,45.26,Standard,5.08,0
SHP0571,475,713.09,4240.72,84.53,2,31.63,Standard,4.76,1
SHP0572,219,1329.35,3043.05,44.13,1,99.76,Standard,6.18,0
SHP0573,155,467.13,2853.5,54.96,1,22.42,Standard,3.0,1
SHP0574,43,1355.43,2370.05,63.97,3,67.79,Standard,6.87,0
SHP0575,23,910.0,3380.67,55.95,0,72.02,Second Class,3.32,1
SHP0576,199,1351.73,1476.98,60.16,0,74.54,Standard,5.07,0
SHP0577,464,839.1,7868.12,88.31,3,40.45,Second Class,5.82,0
SHP0578,271,665.39,5478.76,51.68,1,77.73,Standard,5.22,0
SHP0579,448,398.44,1334.01,83.44,3,37.31,Standard,4.34,1
SHP0580,68,379.04,6290.66,39.79,2,86.32,Standard,5.9,0
SHP0581,64,1353.93,7651.85,84.77,3,37.53,Standard,6.45,0
SHP0582,420,218.44,2252.19,86.48,2,75.74,Standard,4.89,1
SHP0583,71,159.34,1482.82,61.11,3,82.67,Standard,6.18,0
SHP0584,44,321.44,226.26,81.96,3,35.12,First Class,3.45,1
SHP0585,213,319.75,568.17,94.48,0,39.04,Second Class,2.2,1
SHP0586,463,1482.48,6895.92,87.05,3,82.33,Second Class,7.93,0
SHP0587,350,720.32,8886.6,60.38,2,26.88,Same Day,2.2,1
SHP0588,67,1782.75,547.19,66.47,0,35.26,Standard,5.12,0
SHP0589,421,251.29,6770.43,85.66,0,56.44,Standard,3.57,1
SHP0590,424,1178.1,785.98,54.02,1,94.41,Standard,6.75,0
SHP0591,404,810.47,5390.38,87.25,0,64.95,Second Class,3.62,1
SHP0592,453,710.29,6841.27,56.32,1,51.01,Standard,3.65,1
SHP0593,135,1575.78,3328.96,87.39,3,98.27,Second Class,6.69,0
SHP0594,490,1756.19,246.77,40.64,1,57.1,Standard,6.79,0
SHP0595,173,1571.78,5417.43,37.89,0,54.7,Standard,5.64,0
SHP0596,404,350.18,8922.51,99.85,1,52.93,Second Class,3.66,1
SHP0597,298,401.33,2429.91,91.51,0,44.97,First Class,3.13,1
SHP0598,394,1182.65,1827.0,92.39,3,46.06,Second Class,6.24,0
SHP0599,321,523.91,1246.74,96.83,0,75.03,First Class,2.79,1
SHP0600,328,1323.83,5064.01,63.49,3,23.27,Second Class,5.23,0
SHP0601,315,1021.73,5428.54,53.64,1,74.55,Same Day,3.05,1
SHP0602,393,993.88,7161.6,43.45,0,36.1,First Class,1.96,1
SHP0603,374,1492.24,6814.7,67.58,2,50.74,Second Class,5.51,0
SHP0604,84,1280.41,8048.99,49.3,1,31.72,First Class,3.55,1
SHP0605,416,52.71,7281.09,95.81,3,64.22,Standard,4.35,1
SHP0606,277,93.78,2338.31,35.26,2,78.35,First Class,3.11,1
SHP0607,175,1084.8,5069.52,44.31,3,48.37,Standard,5.89,0
SHP0608,266,877.71,2782.1,51.02,1,33.07,First Class,3.57,1
SHP0609,484,472.03,3068.6,47.93,0,38.12,First Class,0.74,1
SHP0610,431,756.49,8397.71,49.68,0,85.45,Same Day,1.9,1
SHP0611,420,1365.45,6184.78,77.64,1,41.41,Standard,5.09,0
SHP0612,242,1488.77,8775.13,56.29,1,81.98,Second Class,6.07,0
SHP0613,396,1012.4,3839.68,74.98,3,46.5,Standard,6.12,0
SHP0614,204,696.74,4906.32,92.87,1,35.1,First Class,4.14,1
SHP0615,349,490.9,4460.97,74.17,3,78.18,Standard,6.52,0
SHP0616,326,941.84,1099.49,80.14,0,57.48,First Class,2.78,1
SHP0617,139,569.98,2244.81,58.76,1,22.5,Second Class,3.45,1
SHP0618,147,1017.55,4819.58,45.38,3,96.8,Standard,6.66,0
SHP0619,49,1219.59,746.26,55.84,0,31.82,First Class,3.33,1
SHP0620,87,123.61,8393.44,97.68,1,48.27,Second Class,2.59,1
SHP0621,228,6.92,1246.02,75.42,3,50.78,Standard,4.49,1
SHP0622,249,386.04,1902.13,53.04,2,59.15,Second Class,4.54,1
SHP0623,99,1610.65,6923.09,64.31,3,82.84,Same Day,5.66,0
SHP0624,220,1165.09,1007.87,89.31,2,20.49,Second Class,3.27,1
SHP0625,310,313.67,8117.46,78.45,3,94.6,Same Day,4.49,1
SHP0626,131,1603.02,6572.45,71.44,3,71.68,Standard,7.2,0
SHP0627,182,848.57,757.29,92.54,3,96.05,Standard,5.73,0
SHP0628,196,859.58,6272.85,78.71,0,85.39,Standard,3.09,1
SHP0629,262,1684.3,5739.91,76.78,2,94.23,First Class,4.68,1
SHP0630,195,111.78,6852.54,47.33,0,68.08,Standard,3.63,1
SHP0631,373,391.25,7479.55,41.92,0,48.58,Standard,3.55,1
SHP0632,177,1056.46,6507.4,97.73,1,55.43,Same Day,3.21,1
SHP0633,228,355.9,5337.66,73.93,2,72.64,Standard,4.92,1
SHP0634,202,1224.75,3003.8,62.02,1,54.15,Standard,4.65,1
SHP0635,107,389.3,6320.87,73.29,3,78.53,Standard,5.7,0
SHP0636,349,182.99,8619.2,39.02,1,27.35,Second Class,2.82,1
SHP0637,133,376.54,5349.57,88.44,2,86.4,First Class,4.19,1
SHP0638,162,763.81,6029.45,49.08,3,36.34,Standard,5.0,1
SHP0639,400,321.17,4018.58,87.3,3,95.52,Standard,6.86,0
SHP0640,475,246.77,6841.67,69.73,0,32.44,Second Class,2.19,1
SHP0641,342,1549.21,8979.36,52.98,2,30.33,Same Day,2.66,1
SHP0642,459,580.11,1569.45,36.96,0,84.95,Standard,4.09,1
SHP0643,430,652.56,1941.29,88.03,2,85.5,First Class,5.05,0
SHP0644,250,104.21,4924.02,46.47,1,79.1,Second Class,3.59,1
SHP0645,389,646.48,4410.17,38.37,3,96.84,Standard,5.95,0
SHP0646,177,480.33,5208.39,84.13,3,41.64,First Class,4.48,1
SHP0647,241,1100.82,584.31,57.75,3,86.13,Same Day,5.66,0
SHP0648,277,373.68,3727.85,60.31,3,48.16,Same Day,2.86,1
SHP0649,481,1599.62,5309.36,51.06,1,62.99,Standard,6.71,0
SHP0650,427,1673.75,5328.94,90.85,2,55.65,Second Class,6.63,0
SHP0651,254,184.2,5967.41,54.33,0,20.47,Standard,2.52,1
SHP0652,333,197.79,6523.91,48.66,2,65.96,Standard,4.83,1
SHP0653,117,212.01,5827.69,55.1,0,79.8,Standard,3.19,1
SHP0654,406,1117.13,7143.65,48.2,2,33.96,Standard,5.21,0
SHP0655,285,223.93,5679.13,55.65,3,94.53,Standard,5.55,0
SHP0656,275,1535.03,4906.94,40.39,2,62.43,Second Class,5.35,0
SHP0657,387,1358.92,5514.84,45.3,3,34.26,Standard,5.68,0
SHP0658,323,1476.56,1045.56,62.11,0,71.68,Standard,5.25,0
SHP0659,54,949.28,2567.44,92.17,3,35.35,Standard,6.32,0
SHP0660,158,1794.04,4817.49,38.72,2,25.08,Second Class,5.16,0
SHP0661,104,84.29,7875.94,48.82,2,74.83,Second Class,2.93,1
SHP0662,372,725.27,6159.61,94.04,3,28.86,Standard,5.12,0
SHP0663,36,586.47,950.11,92.85,2,28.5,First Class,2.29,1
SHP0664,117,1707.82,5391.63,79.16,1,79.2,Standard,6.66,0
SHP0665,306,1040.47,2112.38,50.63,2,24.42,Second Class,4.72,1
SHP0666,353,1452.11,6646.05,62.29,2,84.78,Standard,6.91,0
SHP0667,261,310.76,7472.85,48.73,3,83.69,Standard,5.31,0
SHP0668,433,1761.65,5402.09,43.36,1,31.31,Second Class,4.95,1
SHP0669,461,900.06,5383.56,59.7,2,61.47,First Class,3.74,1
SHP0670,83,891.14,3146.53,72.43,2,27.73,Standard,4.36,1
SHP0671,477,1747.74,4099.31,58.4,0,70.61,Second Class,5.5,0
SHP0672,314,688.41,7797.36,74.7,0,25.03,Second Class,3.56,1
SHP0673,325,718.56,6551.38,54.26,0,95.56,Standard,5.52,0
SHP0674,65,1054.63,4749.82,57.48,2,36.62,Second Class,4.27,1
SHP0675,318,234.85,3408.86,86.39,1,74.63,Standard,5.46,0
SHP0676,368,581.35,595.86,92.09,3,30.26,First Class,3.52,1
SHP0677,298,351.81,1415.62,55.93,2,36.77,Second Class,4.24,1
SHP0678,60,190.39,1858.27,72.15,0,56.08,Standard,3.34,1
SHP0679,271,1559.73,3454.44,53.08,0,65.85,Same Day,2.63,1
SHP0680,469,1062.85,8505.67,38.47,1,99.91,Second Class,3.58,1
SHP0681,367,648.82,4620.61,82.96,3,22.07,Standard,5.13,0
SHP0682,85,738.56,2228.34,46.12,0,20.03,Standard,3.58,1
SHP0683,480,779.58,1085.89,62.67,0,48.03,Standard,3.91,1
SHP0684,480,1141.5,3144.0,66.66,0,49.29,Standard,5.8,0
SHP0685,101,1668.55,7369.22,46.99,1,90.71,First Class,4.11,1
SHP0686,404,1679.34,3542.58,41.15,3,93.01,Second Class,6.52,0
SHP0687,215,707.73,6986.68,57.62,2,90.44,Standard,5.33,0
SHP0688,304,596.03,7253.94,96.9,1,31.45,Standard,4.05,1
SHP0689,233,814.63,1130.76,74.98,0,52.97,Standard,5.05,0
SHP0690,395,1024.44,5536.64,59.79,1,79.67,Second Class,5.83,0
SHP0691,498,833.96,8638.0,37.53,2,45.01,Second Class,3.98,1
SHP0692,401,1187.46,3708.92,74.02,1,73.06,Same Day,2.66,1
SHP0693,467,1000.15,600.86,41.0,2,38.97,Standard,4.5,1
SHP0694,474,580.68,8321.23,70.27,3,45.87,Standard,6.44,0
SHP0695,63,625.59,7970.45,83.88,0,88.83,Second Class,4.88,1
SHP0696,141,684.57,4770.95,62.53,1,40.04,Second Class,3.7,1
SHP0697,366,174.88,5037.44,54.46,0,97.15,Second Class,2.68,1
SHP0698,303,303.08,2023.91,38.08,2,44.5,First Class,2.04,1
SHP0699,44,1302.99,7402.14,36.61,1,21.88,Standard,4.84,1
SHP0700,65,703.43,4562.61,62.95,1,40.39,Standard,4.86,1
SHP0701,269,390.1,449.82,92.42,0,33.7,First Class,0.69,1
SHP0702,315,1015.0,6194.68,50.86,0,60.55,Standard,4.4,1
SHP0703,100,1361.19,8561.89,72.31,1,29.02,Standard,6.19,0
SHP0704,102,467.07,7487.98,79.48,2,70.08,First Class,3.66,1
SHP0705,82,1489.09,2603.2,38.95,0,89.99,Second Class,5.91,0
SHP0706,291,1669.87,621.93,44.95,0,49.0,Second Class,4.88,1
SHP0707,23,1077.32,8472.11,56.53,1,33.48,First Class,2.48,1
SHP0708,294,1205.76,8443.01,78.56,2,52.0,Standard,5.76,0
SHP0709,248,99.37,4861.88,63.54,1,82.88,Standard,4.46,1
SHP0710,243,1702.21,5834.51,82.72,1,67.32,First Class,4.08,1
SHP0711,346,709.51,4244.01,91.39,0,28.09,First Class,1.67,1
SHP0712,270,1663.4,3864.92,84.29,2,62.97,Standard,7.71,0
SHP0713,369,1044.26,1207.12,99.5,3,57.45,Second Class,5.2,0
SHP0714,386,13.29,1006.26,84.03,3,46.17,Standard,5.7,0
SHP0715,461,74.18,2209.68,90.39,2,28.81,Standard,3.97,1
SHP0716,403,1226.35,7554.27,89.1,2,98.49,Standard,6.86,0
SHP0717,268,1014.99,1440.62,82.47,1,34.08,Standard,5.24,0
SHP0718,256,52.63,2156.28,87.12,0,35.42,Standard,2.83,1
SHP0719,133,1339.51,5005.23,95.75,1,31.65,Standard,5.67,0
SHP0720,307,1534.6,2053.91,65.89,2,65.62,Second Class,4.49,1
SHP0721,86,896.07,1594.38,76.49,2,55.49,Second Class,5.22,0
SHP0722,466,841.03,5135.35,68.47,3,39.96,Second Class,3.48,1
SHP0723,425,14.82,3407.63,90.32,3,54.35,Second Class,4.34,1
SHP0724,77,1417.04,5691.51,63.04,0,73.88,First Class,4.36,1
SHP0725,397,598.64,8223.02,88.28,0,42.54,Second Class,3.72,1
SHP0726,76,1582.38,1486.29,86.96,1,93.22,Second Class,5.1,0
SHP0727,366,674.64,8233.89,97.52,3,44.51,Same Day,2.49,1
SHP0728,62,1019.31,8137.04,51.18,3,35.85,Second Class,4.68,1
SHP0729,254,490.26,7487.43,81.13,0,96.37,Standard,4.93,1
SHP0730,335,293.26,5736.88,84.2,0,84.84,Standard,3.06,1
SHP0731,369,1395.96,5638.3,95.86,2,47.45,Standard,6.2,0
SHP0732,220,896.38,5807.03,93.95,2,87.31,Standard,6.51,0
SHP0733,462,968.0,6260.89,72.28,3,61.51,Standard,6.17,0
SHP0734,391,1737.92,295.87,72.64,3,47.74,Standard,7.37,0
SHP0735,119,1734.63,8629.12,45.87,0,87.17,First Class,4.47,1
SHP0736,342,1540.88,5332.59,98.37,0,80.17,Standard,5.53,0
SHP0737,370,341.76,7065.97,51.58,2,43.83,Same Day,0.75,1
SHP0738,180,1071.72,3488.94,82.11,2,68.53,Standard,6.2,0
